NL;FOL;LLM_FOL;BLEU;LE
A cat catches mice, birds, or lizards, but not all three at the same time.;∀x (Cat(x) → ((CatchesMice(x) ∨ CatchesBirds(x) ∨ CatchesLizards(x)) ∧ ¬(CatchesMice(x) ∧ CatchesBirds(x) ∧ CatchesLizards(x))));∀x (Cat(x) ∧ (Mouse(x) ∨ Bird(x) ∨ Lizard(x)) ∧ ¬(Mouse(x) ∧ Bird(x) ∧ Lizard(x)));0.5368609601669981;0.5
If a vehicle is a hybrid, it uses both gasoline and electricity as energy sources.;∀x (Vehicle(x) ∧ Hybrid(x) → (UsesGasoline(x) ∧ UsesElectricity(x)));∀x (Hybrid(x) → Gasoline(x) ∧ Electricity(x));0.3645334083305707;0.5625
During photosynthesis, plants convert sunlight into chemical energy, which is then used for growth and reproduction.;∀x (Plant(x) ∧ Photosynthesis(x) → (SunlightToChemicalEnergy(x) ∧ UsedForGrowth(x) ∧ UsedForReproduction(x)));∀x (Plant(x) → (∃y (Sunlight(y) ∧ Convert(x, y, ChemicalEnergy) ∧ Use(x, ChemicalEnergy, GrowthAndReproduction))) );0.31424001056714773;0.78125
A liquid will freeze if its temperature falls below its freezing point.;∀x (Liquid(x) ∧ TemperatureFallsBelowFreezingPoint(x) → Freeze(x));freeze(X) ∧ temperature(X, Y) ∧ below(Y, freezing_point(X)) → liquid(X);0.0;0.0
A person who practices yoga and meditation regularly is considered a mindful individual.;∀x ((Person(x) ∧ PracticesYoga(x) ∧ PracticesMeditation(x)) → MindfulIndividual(x));∀x (Mindful(x) ↔ Yoga(x) ∧ Meditation(x));0.26360391428889196;0.3125
A movie is a blockbuster if it has a high box office revenue and receives widespread acclaim.;∀x (Movie(x) ∧ HighBoxOffice(x) ∧ WidespreadAcclaim(x) → Blockbuster(x));∀x (Movie(x) → (HighBoxOfficeRevenue(x) ∧ WidespreadAcclaim(x) → Blockbuster(x)));0.760856626273165;1.0
If a person is a software developer, they must design, write, test, and maintain computer programs and applications to solve problems and perform tasks.;∀x (SoftwareDeveloper(x) → (DesignsWritesTestsAndMaintainsComputerProgramsAndApplications(x) ∧ ToSolveProblemsAndPerformTasks(x)));∀x (SoftwareDeveloper(x) → (Design(x) ∧ Write(x) ∧ Test(x) ∧ Maintain(x) ∧ SolveProblems(x) ∧ PerformTasks(x)));0.3395622480608462;0.8828125
A bird can fly if it has wings and is not flightless.;∀x (Bird(x) ∧ HasWings(x) ∧ ¬Flightless(x) → CanFly(x));∀x (Bird(x) ∧ Wings(x) ∧ ¬Flightless(x) → CanFly(x));0.8843865924896842;1.0
All stars emit light.;∀x (Star(x) → EmitsLight(x));∀x (Star(x) → EmitLight(x));0.7611606003349892;1.0
A person is considered a singer if they perform songs using their voice.;∀x (Person(x) ∧ PerformSongs(x) ∧ UsesVoice(x) → Singer(x));∀x (Singer(x) ↔ ∃y (Person(y) ∧ Perform(y, x, Song, Voice)));0.18785772883828067;0.5625
A liquid is classified as a solvent when it is used to dissolve other substances, forming a solution.;∀x (Liquid(x) ∧ UsedToDissolveSubstances(x) ∧ FormsSolution(x) → Solvent(x));∀x (Liquid(x) ∧ UsedToDissolve(x, y) ∧ FormingSolution(x, y) → Solvent(x));0.5301167507367576;1.0
Rainy weather causes people to carry umbrellas.;∀x (RainyWeather(x) → CarriesUmbrella(x));RainyWeather(x) ∧ Person(y) → CarryUmbrella(y, x);0.2187405715612322;0.875
A tornado forms when warm, moist air meets cool, dry air, causing the formation of a rotating column of air extending from the base of a thunderstorm cloud to the ground.;∀x (Tornado(x) → (WarmMoistAirMeetsCoolDryAir(x) ∧ FormsRotatingColumnOfAir(x) ∧ ExtendsFromThunderstormCloudToGround(x)));∀x (Tornado(x) → (∃y (WarmMoistAir(y) ∧ CoolDryAir(y) ∧ ThunderstormCloud(x, y) ∧ RotatingColumnAir(x, y))) );0.2987501799129883;0.96875
A novel belongs to the science fiction genre when it contains futuristic settings, advanced technology, or extraterrestrial life.;∀x (Novel(x) ∧ (FuturisticSettings(x) ∨ AdvancedTechnology(x) ∨ ExtraterrestrialLife(x)) → ScienceFiction(x));∀x (Novel(x) ∧ (∃y (FuturisticSetting(y) ∧ Contains(x, y)) ∨ ∃z (AdvancedTechnology(z) ∧ Contains(x, z)) ∨ ∃w (ExtraterrestrialLife(w) ∧ Contains(x, w))) → ScienceFiction(x);0.2749915092340288;0.0
A basketball is round, a football is elongated, and a hockey puck is flat.;∀x ∀y ∀z (Basketball(x) ∧ Football(y) ∧ HockeyPuck(z) → (Round(x) ∧ Elongated(y) ∧ Flat(z)));"∀x (Ball(x) → (Round(x) ∧ ¬Elongated(x) ∧ ¬Flat(x))) ∧
∃x (Ball(x) ∧ Round(x)) ∧
∃x (Ball(x) ∧ Elongated(x)) ∧
∃x (Ball(x) ∧ Flat(x)) ∧
Ball(Basketball) ∧ Ball(Football) ∧ Ball(HockeyPuck)";0.19894376165732922;0.0
A smartphone with a high-quality camera and a sleek design is attractive, but not if it lacks privacy features.;∀x (Smartphone(x) ∧ ((HighQualityCamera(x) ∧ SleekDesign(x)) ∧ ¬LacksPrivacyFeatures(x) → Attractive(x)));∀x (Smartphone(x) ∧ HighQualityCamera(x) ∧ SleekDesign(x) → Attractive(x)) ∧ ¬∀x (Smartphone(x) ∧ ¬PrivacyFeatures(x) → Attractive(x));0.5854390935273321;0.0
A fan circulates air, while an air conditioner cools air but doesn't primarily circulate it.;∀x∀y (Fan(x) ∧ AirConditioner(y) → (CirculatesAir(x) ∧ CoolsAir(y) ∧ ¬CirculatesAir(y)));∀x (Fan(x) → CirculatesAir(x)) ∧ ∀y (AirConditioner(y) → CoolsAir(y) ∧ ¬PrimarilyCirculatesAir(y));0.5655095706824206;0.5
A gardener cultivates flowers, shrubs, and trees in a garden.;∀x∀y∀z∀w (Gardener(x) ∧ (Flower(y) ∨ Shrub(z) ∨ Tree(w)) → CultivatesInGarden(x, y, z, w));∀x (Gardener(x) ∧ Cultivates(x, Flowers) ∧ Cultivates(x, Shrubs) ∧ Cultivates(x, Trees) ∧ InGarden(Flowers) ∧ InGarden(Shrubs) ∧ InGarden(Trees));0.17570205108652714;0.2265625
A beverage is alcoholic if it contains ethanol and has a percentage of alcohol content.;∀x (Beverage(x) ∧ ContainsEthanol(x) ∧ HasAlcoholPercentage(x) → Alcoholic(x));beverage(x) ∧ contains_ethanol(x) ∧ has_alcohol_content_percentage(x, y) → alcoholic(x);0.48810839821661106;1.0
Lions hunt, koalas sleep, and hummingbirds hover.;∀x (Lion(x) → Hunt(x)) ∧ ∀y (Koala(y) → Sleep(y)) ∧ ∀z (Hummingbird(z) → Hover(z));∀x (Lion(x) → Hunt(x)) ∧ ∀y (Koala(y) → Sleep(y)) ∧ ∀z (Hummingbird(z) → Hover(z));1.0;1.0
A student graduates with honors if they maintain a high GPA, complete a specific number of credit hours, and participate in extracurricular activities.;∀x (Student(x) ∧ HighGPA(x) ∧ CompletedCreditHours(x) ∧ ParticipatesInExtracurricularActivities(x) → GraduatesWithHonors(x));∀x (Student(x) ∧ GPA(x, h) ∧ CreditHours(x, c) ∧ Extracurricular(x) → GraduatesWithHonors(x));0.5296630543278436;1.0
A shape with four sides and all angles equal to 90 degrees is a rectangle.;∀x (Shape(x) ∧ HasFourSides(x) ∧ AllAnglesEqual(x, 90) → Rectangle(x));∀x (Shape(x) ∧ FourSides(x) ∧ AllAnglesEqual90(x) → Rectangle(x));0.6266689872205795;1.0
Rainy weather can cause slippery roads, while sunny weather can dry them.;∀x∀y (Weather(x) ∧ (Rainy(x) → SlipperyRoads(y)) ∧ (Sunny(x) → DryRoads(y)));∀x (Rainy(x) → SlipperyRoads(x)) ∧ ∀y (Sunny(y) → DryRoads(y));0.5293798641782554;0.71875
A smartphone has a touchscreen display, internet access, and the ability to download apps.;∀x (Smartphone(x) → (TouchscreenDisplay(x) ∧ InternetAccess(x) ∧ CanDownloadApps(x)));∀x (Smartphone(x) → (TouchscreenDisplay(x) ∧ InternetAccess(x) ∧ DownloadApps(x)));0.8895260356363631;1.0
A healthy lifestyle involves regular physical activity, a balanced diet, and sufficient sleep.;∀x (HealthyLifestyle(x) → RegularPhysicalActivity(x) ∧ BalancedDiet(x) ∧ SufficientSleep(x));∀x (HealthyLifestyle(x) → (RegularPhysicalActivity(x) ∧ BalancedDiet(x) ∧ SufficientSleep(x)));0.8466657105524215;0.625
A train is considered punctual if it consistently arrives and departs on schedule.;∀x (Train(x) ∧ ConsistentlyArrivesOnSchedule(x) ∧ ConsistentlyDepartsOnSchedule(x) → Punctual(x));∀x (Train(x) → (∀t (ArrivesOnTime(x, t) ∧ DepartsOnTime(x, t)) → Punctual(x)));0.4170156902444596;1.0
A camera captures an image of an object by focusing light onto a sensor.;∀x ∀y ∀z (Camera(x) ∧ Object(y) ∧ Sensor(z) ∧ FocusesLight(x, z) → CapturesImageOf(x, y));∀x (Camera(x) ∧ Object(y) → (FocusingLight(x, y) ∧ OntoSensor(x, y)));0.46801348028727413;0.84375
A type of writing system that uses symbols to represent sounds or words, and can be written horizontally or vertically, is classified as a script.;∀x (WritingSystem(x) ∧ UsesSymbols(x) ∧ RepresentsSoundsOrWords(x) ∧ (WrittenHorizontally(x) ∨ WrittenVertically(x)) → Script(x));∀x (Script(x) ↔ (WritingSystem(x) ∧ UsesSymbols(x) ∧ RepresentsSoundsOrWords(x) ∧ CanBeWrittenHorizontally(x) ∨ CanBeWrittenVertically(x)));0.6932829745862056;0.546875
When a volcano erupts, it can cause destruction, emit smoke and ash, and change the surrounding environment.;∀x (Volcano(x) ∧ Erupts(x) → (CausesDestruction(x) ∨ EmitsSmoke(x) ∨ EmitsAsh(x) ∨ ChangesEnvironment(x)));∀x (VolcanoErupts(x) → (Destruction(x) ∧ SmokeEmit(x) ∧ AshEmit(x) ∧ EnvironmentChange(x)));0.3599500067481904;0.546875
A square is a rectangle with all sides having equal length.;∀x (Square(x) ↔ (Rectangle(x) ∧ AllSidesEqual(x)));∀x (Square(x) → Rectangle(x) ∧ ∀y (Side(x, y) → Equal(y, y)));0.359660430566628;0.6875
A painting is valuable if it is made by a famous artist.;∀x∀y (Painting(x) ∧ FamousArtist(y) ∧ MadeBy(x, y) → Valuable(x));valuable(X) ∧ made_by(X, Y) ∧ famous(Y) → valuable(X);0.13034154100491901;0.9375
"A mountain with an elevation above 8,000 meters and permanent snow is considered part of the ""eight-thousander"" group.";∀x (Mountain(x) ∧ ElevationAbove8000Meters(x) ∧ PermanentSnow(x) → EightThousander(x));∀x (Mountain(x) ∧ Elevation(x) > 8000 ∧ PermanentSnow(x) → EightThousander(x));0.7315339097995036;0.0
A mountain has a peak and slopes.;∀x (Mountain(x) → HasPeak(x) ∧ HasSlopes(x));∀x (Mountain(x) → (∃y Peak(y) ∧ ∃z Slopes(z, y)));0.3203759015876555;0.75
In a desert ecosystem, cacti store water in their thick stems, and camouflaged animals blend in with their surroundings to avoid predators.;∀x ∀y (DesertEcosystem(x) ∧ (Cacti(y) ∧ StoresWaterInThickStems(x, y)) ∧ (CamouflagedAnimals(x) ∧ BlendsInWithSurroundings(x)));∀x (Ecosystem(x) ∧ Desert(x) → (Cacti(x) → StoreWaterInStems(x)) ∧ (CamouflagedAnimal(x) → BlendInWithSurroundings(x)));0.30872928453621096;0.328125
All planets in the Solar System orbit around the sun.;∀x (PlanetInSolarSystem(x) → Orbits(x, sun));∀x (Planet(x) → OrbitsAround(x, Sun));0.5773502691896258;1.0
Students learn from teachers by attending lectures, participating in discussions, or completing assignments.;∀x∀y (Student(x) ∧ Teacher(y) → (LearnsByAttendingLectures(x, y) ∨ LearnsByParticipatingDiscussions(x, y) ∨ LearnsByCompletingAssignments(x, y)));∀x (Student(x) ∧ Teacher(y) → (Lecture(z) ∨ Discussion(w) ∨ Assignment(v)) → x learns from y by z or w or v);0.3556716906924334;0.0
A parent is a legal guardian of a child.;∀x ∀y (Parent(x) ∧ Child(y) → LegalGuardian(x, y));∀x (Parent(x) → LegalGuardian(x, Child));0.40633222439350314;0.875
A chef prepares and cooks meals, while a server takes orders and delivers food to customers.;∀x∀y (Chef(x) ∧ Server(y) → (PreparesMeals(x) ∧ CooksMeals(x) ∧ TakesOrders(y) ∧ DeliversFood(y)));∀x (Chef(x) → (Prepare(x) ∧ Cook(x))) ∧ ∀y (Server(y) → (TakeOrder(y) ∧ Deliver(y)));0.4665950281875555;0.625
A flashlight emits light when turned on.;∀x (Flashlight(x) ∧ TurnedOn(x) → EmitsLight(x));∀x (Flashlight(x) → (TurnedOn(x) → EmittedLight(x)));0.5948590702402718;1.0
A runner participates in sprints, marathons, or relays.;"∀x (Runner(x) → (ParticipatesIn(x, ""sprints"") ∨ ParticipatesIn(x, ""marathons"") ∨ ParticipatesIn(x, ""relays"")))";∀x (Runner(x) → (Sprint(x) ∨ Marathon(x) ∨ Relay(x)));0.37595224005749256;1.0
A museum displays artifacts, educates visitors, and organizes guided tours.;∀x ∀y ∀z (Museum(x) ∧ Artifact(y) ∧ GuidedTour(z) → (Displays(x, y) ∧ Educates(x, visitors) ∧ Organizes(x, z)));∀x (Museum(x) → (DisplaysArtifacts(x) ∧ EducatesVisitors(x) ∧ OrganizesGuidedTours(x)));0.16517517593752004;0.671875
A game played with a ball, where two teams attempt to score points by throwing the ball through a hoop mounted at a specific height, is basketball.;∀x (Game(x) ∧ PlayedWithBall(x) ∧ TwoTeams(x) ∧ ScorePoints(x) ∧ ThrowBallThroughHoop(x) ∧ SpecificHoopHeight(x) → Basketball(x));∀x (Game(x) ∧ Ball(x) ∧ TwoTeams(x) ∧ ScorePoints(x) ∧ ThrowBall(x) ∧ Hoop(x) ∧ SpecificHeight(x) → Basketball(x));0.6906212482273345;0.99609375
A fruit that is ripe or overripe is suitable for making a smoothie.;∀x (Fruit(x) ∧ (Ripe(x) ∨ Overripe(x)) → SuitableForSmoothie(x));∀x (Fruit(x) ∧ (Ripe(x) ∨ Overripe(x)) → SuitableForSmoothie(x));1.0;1.0
Metals are good conductors of heat and electricity.;∀x (Metal(x) → GoodConductorOfHeat(x) ∧ GoodConductorOfElectricity(x));∀x (Metal(x) → GoodConductor(x, Heat) ∧ GoodConductor(x, Electricity));0.41643966418296896;1.0
A computer is portable if it is lightweight and has a built-in battery.;∀x (Computer(x) ∧ Lightweight(x) ∧ HasBuiltInBattery(x) → Portable(x));∀x (Portable(x) ↔ Lightweight(x) ∧ BuiltInBattery(x));0.40737303500287686;0.3125
A car has an engine, wheels, and a chassis, can be powered by gasoline, diesel, or electricity, and serves purposes like transportation, racing, or off-roading.;∀x (Car(x) → (Engine(x) ∧ Wheels(x) ∧ Chassis(x) ∧ (GasolinePowered(x) ∨ DieselPowered(x) ∨ ElectricPowered(x)) ∧ (TransportationPurpose(x) ∨ RacingPurpose(x) ∨ OffRoadingPurpose(x))));∀x (Car(x) → (∃y (Engine(y) ∧ Has(x, y)) ∧ (∃z (Wheels(z) ∧ Has(x, z)) ∧ (∃w (Chassis(w) ∧ Has(x, w)) ∧ (∃v (Fuel(v) ∧ PoweredBy(x, v))) ∧ (∃u (Purpose(u) ∧ Serves(x, u))))));0.1974371156267584;0.0
An event is exclusive if it is invite-only or requires a membership.;∀x (Event(x) ∧ (InviteOnly(x) ∨ RequiresMembership(x)) → Exclusive(x));∀x (Exclusive(x) → (InviteOnly(x) ∨ RequiresMembership(x)));0.5838157295805605;0.8125
Frogs live on land and in water, whereas snakes live on land but not in water.;∀x (Frog(x) → (LiveOnLand(x) ∧ LiveInWater(x))) ∧ ∀y (Snake(y) → (LiveOnLand(y) ∧ ¬LiveInWater(y)));∀x (Frog(x) → (Land(x) ∧ Water(x))) ∧ ∀y (Snake(y) → Land(y) ∧ ¬Water(y));0.6905927353020606;0.84375
In a courtroom, a judge hears cases and makes decisions based on evidence and laws.;∀x∀y (Courtroom(x) ∧ Judge(y) ∧ HearsCases(y, x) ∧ EvidenceAndLaws(x) → MakesDecisions(y, x));∀x (Judge(x) → HearsCases(x) ∧ MakesDecisions(x, Evidence(x), Laws(x)));0.230170122548171;0.0
Telescopes enable astronomers to observe distant celestial objects and study the universe.;∀x∀y∀z (Telescope(x) ∧ Astronomer(y) ∧ CelestialObject(z) → (EnablesObservation(x, y, z) ∧ StudyUniverse(y)));∀x (Telescope(x) → Enables(x, Astronomer, ObserveDistantCelestialObjects) ∧ Enables(x, Astronomer, StudyUniverse));0.16080671544846892;0.46875
An ecosystem thrives when it contains diverse species, possesses a stable food chain, and has a balanced climate.;∀x (Ecosystem(x) ∧ DiverseSpecies(x) ∧ StableFoodChain(x) ∧ BalancedClimate(x) → Thrives(x));∀x (Ecosystem(x) → (∃y (DiverseSpecies(y) ∧ FoodChain(y) ∧ BalancedClimate(y))) );0.3893836266662746;0.59375
Lions are carnivores, cows are herbivores, and humans are omnivores.;∀x∀y∀z (Lion(x) → Carnivore(x)) ∧ (Cow(y) → Herbivore(y)) ∧ (Human(z) → Omnivore(z));∀x (Lion(x) → Carnivore(x)) ∧ ∀y (Cow(y) → Herbivore(y)) ∧ ∀z (Human(z) → Omnivore(z));0.8296066547537365;1.0
An area is considered a wetland if it is saturated with water, supports aquatic plants, and provides habitat for a diverse range of wildlife.;∀x (Area(x) ∧ SaturatedWithWater(x) ∧ SupportsAquaticPlants(x) ∧ ProvidesHabitatForWildlife(x) → Wetland(x));∀x (Wetland(x) ↔ (SaturatedWithWater(x) ∧ SupportsAquaticPlants(x) ∧ ProvidesHabitatForDiverseWildlife(x)));0.5525859967754754;0.53125
A smartphone can communicate with other devices by connecting to Wi-Fi or using Bluetooth technology.;∀x∀y (Smartphone(x) ∧ Device(y) ∧ (ConnectsToWiFi(x) ∨ UsesBluetooth(x)) → CanCommunicateWith(x, y));∀x (Smartphone(x) → (∃y (Wi-Fi(y) ∧ Communicate(x, y)) ∨ ∃z (Bluetooth(z) ∧ Communicate(x, z))));0.32157843080100884;0.75
An animal thrives in a habitat when it has access to food sources, encounters minimal threats, and reproduces successfully.;∀x (Animal(x) ∧ AccessToFood(x) ∧ MinimalThreats(x) ∧ SuccessfulReproduction(x) → ThrivesInHabitat(x));∀x (Animal(x) → (Thrives(x) ↔ (∃y (FoodSource(y) ∧ Access(x, y)) ∧ MinimalThreats(x) ∧ SuccessfulReproduction(x))));0.4630233022003117;0.78125
A novel is a written work of fiction with a connected narrative and well-developed characters.;∀x (Novel(x) ↔ (WrittenWork(x) ∧ Fiction(x) ∧ ConnectedNarrative(x) ∧ WellDevelopedCharacters(x)));∀x (Novel(x) → Fiction(x) ∧ ConnectedNarrative(x) ∧ WellDevelopedCharacters(x));0.6481637788237702;0.5625
An object is a polygon if it has at least three sides.;∀x (Polygon(x) ↔ AtLeastThreeSides(x));∀x (Polygon(x) ↔ (≥3)(Side(x, y) ∧ y ∈ x));0.3582342119128718;0.0
A flower is a perennial if it lives for more than two years.;∀x (Flower(x) ∧ LivesMoreThanTwoYears(x) → Perennial(x));∀x (Flower(x) → (Perennial(x) ↔ ∀y (y > 2 → LifeSpan(x, y))));0.34405300429574326;0.0
A shape can be a square or a circle, but it can't be both simultaneously.;∀x (Shape(x) → (Square(x) ⊕ Circle(x)));∀x (Shape(x) → (Square(x) ∨ Circle(x)) ∧ ¬(Square(x) ∧ Circle(x)));0.5032370023805727;0.875
A mammal lays eggs if it is a monotreme, while other mammals give birth to live young.;∀x (Mammal(x) ∧ Monotreme(x) → LaysEggs(x)) ∧ ∀y (Mammal(y) ∧ ¬Monotreme(y) → GivesBirthToLiveYoung(y));∀x (Mammal(x) → (Monotreme(x) ∧ EggLayer(x)) ∨ ¬Monotreme(x) ∧ LiveBirther(x));0.39405154185710667;0.671875
